region,medicine,prev_week_sales,health_index,disease_trend_score,season_factor,next_week_sales
central,salbutamol,1225.0,60.750879937426674,1.0,1.0,1065.0
central,salbutamol,1415.0,87.28197105983574,1.0,1.0,1175.0
central,salbutamol,1065.0,86.60930778255768,-1.0,1.0,1228.0
central,salbutamol,1175.0,73.62534219788813,0.0,1.0,1054.0
central,salbutamol,1228.0,62.51857645678529,-1.0,1.0,1176.0
central,salbutamol,1054.0,76.94172858818928,0.0,1.0,1319.0
central,salbutamol,1176.0,72.31130230739147,1.0,1.0,1186.0
central,salbutamol,1319.0,63.3007430582714,-1.0,1.0,1229.0
central,salbutamol,1186.0,87.03167774736016,0.0,1.0,1197.0
central,salbutamol,1229.0,78.92843175596401,1.0,1.0,1129.0
central,salbutamol,1197.0,67.60265936644505,-1.0,1.0,1016.0
central,salbutamol,1129.0,64.50527962456003,1.0,1.0,1539.0
central,salbutamol,1016.0,67.08642940946422,-1.0,1.3,972.0
central,salbutamol,1539.0,78.55299178725068,1.0,1.3,1127.0
central,salbutamol,972.0,68.38482596793116,-1.0,1.3,1283.0
central,salbutamol,1127.0,59.29605005866249,-1.0,1.3,1179.0
central,salbutamol,1283.0,63.957763003519744,1.0,1.3,1180.0
central,salbutamol,1179.0,74.95502542041454,1.0,1.3,1448.0
central,salbutamol,1180.0,80.50840829096599,-1.0,1.3,1303.0
central,salbutamol,1448.0,75.67461869378178,1.0,1.3,1488.0
central,salbutamol,1303.0,74.47008212749316,-1.0,1.3,1314.0
central,salbutamol,1488.0,72.3269456394212,-1.0,1.3,1065.0
central,salbutamol,1314.0,82.60461478294874,1.0,1.3,879.0
central,salbutamol,1065.0,53.46108721157605,-1.0,1.3,1502.0
central,salbutamol,879.0,84.12201798983183,1.0,1.3,1083.0
central,salbutamol,1502.0,62.75322643723113,-1.0,1.0,1166.0
central,salbutamol,1083.0,78.16190848650761,-1.0,1.0,924.0
central,salbutamol,1166.0,63.56667970277668,1.0,1.0,1288.0
central,salbutamol,924.0,84.32538130621822,1.0,1.0,1117.0
central,salbutamol,1288.0,61.798983183418066,-1.0,1.0,1300.0
central,salbutamol,1117.0,59.217833398513875,-1.0,1.0,1457.0
central,salbutamol,1300.0,64.36448963629252,1.0,1.0,914.0
central,salbutamol,1457.0,51.27102072741494,-1.0,1.0,997.0
central,salbutamol,914.0,74.11028549080953,0.0,1.0,1382.0
central,salbutamol,997.0,71.45091904575675,1.0,1.0,1486.0
central,salbutamol,1382.0,74.50136879155261,-1.0,1.0,1203.0
central,salbutamol,1486.0,74.87680876026592,1.0,1.0,1326.0
central,salbutamol,1203.0,66.69534610872115,-1.0,1.0,936.0
central,salbutamol,1326.0,51.74032068830661,1.0,1.2,956.0
central,salbutamol,936.0,86.78138443488463,1.0,1.2,1119.0
central,salbutamol,956.0,71.4196323816973,-1.0,1.2,1172.0
central,salbutamol,1119.0,71.96714900273759,1.0,1.2,1464.0
central,salbutamol,1172.0,88.87759092686741,1.0,1.2,1528.0
central,salbutamol,1464.0,60.90731325772389,0.0,1.2,1041.0
central,salbutamol,1528.0,71.05983574501369,1.0,1.2,899.0
central,salbutamol,1041.0,72.95267892061008,-1.0,1.2,1067.0
central,salbutamol,899.0,65.5377395385217,-1.0,1.2,1359.0
central,salbutamol,1067.0,61.157606570199455,1.0,1.2,1450.0
central,salbutamol,1359.0,67.55572937035586,1.0,1.2,1202.0
central,salbutamol,1450.0,61.07938991005083,-1.0,1.2,995.0
central,salbutamol,1202.0,55.72937035588579,0.0,1.2,1449.0
central,salbutamol,995.0,77.94290183809152,1.0,1.0,1002.0
central,salbutamol,1449.0,58.23230348064137,-1.0,1.0,1289.0
central,salbutamol,1002.0,73.9382088384826,1.0,1.0,984.0
central,salbutamol,1289.0,68.58818928431756,-1.0,1.0,1195.0
central,salbutamol,984.0,72.74931560422368,0.0,1.0,1211.0
central,salbutamol,1195.0,92.05318732890106,1.0,1.0,1180.0
central,salbutamol,1211.0,54.603050449745794,-1.0,1.0,1262.0
central,salbutamol,1180.0,55.61986703167775,1.0,1.0,1285.0
central,salbutamol,1262.0,80.93077825576847,1.0,1.0,1144.0
central,salbutamol,1285.0,86.89088775909268,1.0,1.0,1081.0
central,salbutamol,1144.0,67.97809933515838,-1.0,1.0,1249.0
central,salbutamol,1081.0,77.63003519749707,-1.0,1.0,1139.0
central,salbutamol,1249.0,78.25576847868595,1.0,1.0,1728.0
central,salbutamol,1139.0,70.29331247555729,1.0,1.3,1388.0
central,salbutamol,1728.0,71.98279233476728,-1.0,1.3,1070.0
central,salbutamol,1388.0,97.6222135314822,-1.0,1.3,1455.0
central,salbutamol,1070.0,74.06335549472035,1.0,1.3,1252.0
central,salbutamol,1455.0,73.24990222917481,1.0,1.3,1104.0
central,salbutamol,1252.0,90.73914743840437,-1.0,1.3,1292.0
central,salbutamol,1104.0,76.87915526007039,1.0,1.3,1161.0
central,salbutamol,1292.0,80.19554165037152,0.0,1.3,1170.0
central,salbutamol,1161.0,62.14313648807196,-1.0,1.3,1116.0
central,salbutamol,1170.0,64.1298396558467,1.0,1.3,1086.0
central,salbutamol,1116.0,56.91826359014469,-1.0,1.3,986.0
central,salbutamol,1086.0,75.9092686742276,-1.0,1.3,1116.0
central,salbutamol,986.0,75.69026202581148,1.0,1.3,1234.0
central,salbutamol,1116.0,61.97105983574501,-1.0,1.0,1334.0
central,salbutamol,1234.0,62.08056315995307,-1.0,1.0,822.0
central,salbutamol,1334.0,79.35080172076651,1.0,1.0,1327.0
central,salbutamol,822.0,84.13766132186156,-1.0,1.0,1245.0
central,salbutamol,1327.0,61.43918654673445,0.0,1.0,1088.0
central,salbutamol,1245.0,73.67227219397732,-1.0,1.0,1219.0
central,salbutamol,1088.0,71.60735236605396,-1.0,1.0,1342.0
central,salbutamol,1219.0,63.89518967540086,1.0,1.0,1399.0
central,salbutamol,1342.0,56.52718028940165,-1.0,1.0,1205.0
central,salbutamol,1399.0,66.46069612827532,1.0,1.0,1200.0
central,salbutamol,1205.0,80.5240516229957,1.0,1.0,1355.0
central,salbutamol,1200.0,72.31130230739147,1.0,1.0,1523.0
central,salbutamol,1355.0,99.12397340633555,0.0,1.0,1251.0
central,salbutamol,1523.0,66.22604614782948,-1.0,1.2,868.0
central,salbutamol,1251.0,78.24012514665624,0.0,1.2,1130.0
central,salbutamol,868.0,66.82049276495894,1.0,1.2,859.0
east,amlodipine,318.0,85.92100117324989,1.0,1.2,1380.0
east,amlodipine,1276.0,67.35236605396949,-1.0,1.2,1261.0
east,amlodipine,1380.0,66.33554947203754,1.0,1.2,1496.0
east,amlodipine,1261.0,73.48455220962065,1.0,1.2,1003.0
east,amlodipine,1496.0,68.91669925694173,-1.0,1.2,1266.0
east,amlodipine,1003.0,70.57489245209229,0.0,1.2,1173.0
east,amlodipine,1266.0,68.69769260852561,1.0,1.2,1421.0
east,amlodipine,1173.0,71.74814235432147,0.0,1.2,1135.0
east,amlodipine,1421.0,70.0899491591709,-1.0,1.2,1295.0
east,amlodipine,1135.0,71.87328901055925,0.0,1.0,1256.0
east,amlodipine,1295.0,75.98748533437622,1.0,1.0,1159.0
east,amlodipine,1256.0,72.59288228392647,1.0,1.0,1313.0
east,amlodipine,1159.0,68.16581931951505,0.0,1.0,1525.0
east,amlodipine,1313.0,67.52444270629643,-1.0,1.0,1480.0
east,amlodipine,1525.0,64.59913961673836,1.0,1.0,1108.0
east,amlodipine,1480.0,60.51622995698083,1.0,1.0,1340.0
east,amlodipine,1108.0,86.01486116542823,1.0,1.0,837.0
east,amlodipine,1340.0,52.131403989049666,-1.0,1.0,1427.0
east,amlodipine,837.0,56.54282362143136,-1.0,1.0,1207.0
east,amlodipine,1427.0,65.28744622604616,-1.0,1.0,708.0
east,amlodipine,1207.0,71.13805240516228,-1.0,1.0,1614.0
east,amlodipine,708.0,69.49550254204144,1.0,1.0,1495.0
east,amlodipine,1614.0,60.68830660930779,1.0,1.3,1293.0
east,amlodipine,1495.0,71.8420023464998,-1.0,1.3,1057.0
east,amlodipine,1293.0,77.30152522487289,1.0,1.3,1365.0
east,amlodipine,1057.0,69.71450919045756,-1.0,1.3,1410.0
east,amlodipine,1365.0,72.17051231912397,-1.0,1.3,1283.0
east,amlodipine,1410.0,87.70434102463824,1.0,1.3,1255.0
east,amlodipine,1283.0,67.88423934298005,-1.0,1.3,1101.0
east,amlodipine,1255.0,75.86233867813844,-1.0,1.3,1543.0
east,amlodipine,1101.0,72.60852561595618,0.0,1.3,1069.0
east,amlodipine,1543.0,79.53852170512319,-1.0,1.3,1179.0
east,amlodipine,1069.0,85.79585451701212,1.0,1.3,1279.0
east,amlodipine,1179.0,71.43527571372702,-1.0,1.3,933.0
east,amlodipine,1279.0,75.31482205709817,1.0,1.3,922.0
east,amlodipine,933.0,65.81931951505669,-1.0,1.0,841.0
east,amlodipine,922.0,68.44739929605005,-1.0,1.0,1637.0
east,amlodipine,841.0,80.78998826750097,1.0,1.0,1512.0
east,amlodipine,1637.0,68.07195932733671,-1.0,1.0,910.0
east,amlodipine,1512.0,67.91552600703949,1.0,1.0,1402.0
east,amlodipine,910.0,80.47712162690652,-1.0,1.0,1207.0
east,amlodipine,1402.0,65.83496284708643,1.0,1.0,1183.0
east,amlodipine,1207.0,74.9237387563551,-1.0,1.0,1417.0
east,amlodipine,1183.0,66.28861947594838,1.0,1.0,953.0
east,amlodipine,1417.0,82.04145482987876,-1.0,1.0,1388.0
east,amlodipine,953.0,70.16816581931951,1.0,1.0,1251.0
east,amlodipine,1388.0,71.66992569417286,-1.0,1.0,1211.0
east,amlodipine,1251.0,55.416503715291356,0.0,1.0,1156.0
east,amlodipine,1211.0,66.91435275713727,1.0,1.2,1272.0
east,amlodipine,1156.0,84.5913179507235,1.0,1.2,1510.0
east,amlodipine,1272.0,73.15604223699648,-1.0,1.2,1297.0
east,amlodipine,1510.0,84.15330465389127,0.0,1.2,1026.0
east,amlodipine,1297.0,58.451310129057475,-1.0,1.2,1302.0
east,amlodipine,1026.0,80.35197497066873,1.0,1.2,1569.0
east,amlodipine,1302.0,100.0,1.0,1.2,1141.0
east,amlodipine,1569.0,60.109503324208056,-1.0,1.2,1345.0
east,amlodipine,1141.0,64.36448963629253,1.0,1.2,1547.0
east,amlodipine,1345.0,63.504106374657795,-1.0,1.2,1577.0
east,amlodipine,1547.0,87.50097770825185,1.0,1.2,1324.0
east,amlodipine,1577.0,60.719593273367224,-1.0,1.2,979.0
east,amlodipine,1324.0,70.87211576065701,1.0,1.2,1469.0
east,amlodipine,979.0,92.0844739929605,1.0,1.0,1395.0
east,amlodipine,1469.0,58.5295267892061,-1.0,1.0,1151.0
east,amlodipine,1395.0,68.25967931169339,0.0,1.0,1313.0
east,amlodipine,1151.0,79.06922174423151,1.0,1.0,989.0
east,amlodipine,1313.0,83.71529135705906,-1.0,1.0,1526.0
east,amlodipine,989.0,62.83144309737973,1.0,1.0,1581.0
east,amlodipine,1526.0,67.80602268283144,1.0,1.0,1236.0
east,amlodipine,1581.0,76.48807195932733,0.0,1.0,1120.0
east,amlodipine,1236.0,79.10050840829096,0.0,1.0,1244.0
east,amlodipine,1120.0,73.46890887759092,0.0,1.0,1078.0
east,amlodipine,1244.0,88.73680093859991,0.0,1.0,1254.0
east,amlodipine,1078.0,86.57802111849824,1.0,1.0,1116.0
east,amlodipine,1254.0,71.98279233476731,-1.0,1.0,1510.0
east,amlodipine,1116.0,70.0899491591709,-1.0,1.3,1450.0
east,amlodipine,1510.0,67.3680093859992,1.0,1.3,1500.0
east,amlodipine,1450.0,66.50762612436449,1.0,1.3,976.0
east,amlodipine,1500.0,75.40868204927649,1.0,1.3,1570.0
east,amlodipine,976.0,62.15877982010167,-1.0,1.3,827.0
east,amlodipine,1570.0,70.0117324990223,-1.0,1.3,1113.0
east,amlodipine,827.0,83.887368009386,-1.0,1.3,1330.0
east,amlodipine,1113.0,56.16738365271803,1.0,1.3,1108.0
east,amlodipine,1330.0,65.66288619475948,-1.0,1.3,1462.0
east,amlodipine,1108.0,70.30895580758701,1.0,1.3,1434.0
east,amlodipine,1462.0,73.92256550645286,1.0,1.3,1242.0
east,amlodipine,1434.0,80.35197497066873,0.0,1.3,1273.0
east,amlodipine,1242.0,76.92608525615955,-1.0,1.3,1298.0
east,amlodipine,1273.0,81.97888150175987,1.0,1.0,1134.0
east,amlodipine,1298.0,70.49667579194367,1.0,1.0,1367.0
east,amlodipine,1134.0,74.25107547907703,-1.0,1.0,1166.0
east,amlodipine,1367.0,82.66718811106766,1.0,1.0,1380.0
east,amlodipine,1166.0,61.752053187328904,1.0,1.0,1405.0
east,amlodipine,1380.0,68.15017598748533,-1.0,1.0,1065.0
east,amlodipine,1405.0,74.31364880719592,1.0,1.0,1379.0
east,amlodipine,1065.0,76.78529526789205,-1.0,1.0,1447.0
east,amlodipine,1379.0,76.6132186155651,1.0,1.0,1336.0
east,amlodipine,1447.0,73.92256550645287,-1.0,1.0,1282.0
east,amlodipine,1336.0,68.4161126319906,1.0,1.0,1580.0
east,amlodipine,1282.0,72.24872897927258,-1.0,1.0,930.0
east,amlodipine,1580.0,67.86859601095033,-1.0,1.0,884.0
east,amlodipine,930.0,64.53656628861948,1.0,1.2,1574.0
east,amlodipine,884.0,69.52678920610089,-1.0,1.2,1082.0
east,amlodipine,1574.0,72.45209229565897,1.0,1.2,1110.0
east,metformin,345.0,85.92100117324989,1.0,1.2,963.0
east,metformin,1028.0,67.35236605396949,-1.0,1.2,1233.0
east,metformin,963.0,66.33554947203754,-1.0,1.2,873.0
east,metformin,1233.0,73.48455220962065,-1.0,1.2,1014.0
east,metformin,873.0,68.91669925694173,1.0,1.2,1459.0
east,metformin,1014.0,70.57489245209229,1.0,1.2,1189.0
east,metformin,1459.0,68.69769260852561,0.0,1.2,1354.0
east,metformin,1189.0,71.74814235432147,-1.0,1.2,1492.0
east,metformin,1354.0,70.0899491591709,1.0,1.2,1081.0
east,metformin,1492.0,71.87328901055925,-1.0,1.0,1129.0
east,metformin,1081.0,75.98748533437622,1.0,1.0,1028.0
east,metformin,1129.0,72.59288228392647,0.0,1.0,1086.0
east,metformin,1028.0,68.16581931951505,0.0,1.0,1094.0
east,metformin,1086.0,67.52444270629643,-1.0,1.0,1771.0
east,metformin,1094.0,64.59913961673836,1.0,1.0,1292.0
east,metformin,1771.0,60.51622995698083,-1.0,1.0,1240.0
east,metformin,1292.0,86.01486116542823,1.0,1.0,1191.0
east,metformin,1240.0,52.131403989049666,0.0,1.0,1399.0
east,metformin,1191.0,56.54282362143136,0.0,1.0,1112.0
east,metformin,1399.0,65.28744622604616,-1.0,1.0,1304.0
east,metformin,1112.0,71.13805240516228,1.0,1.0,1191.0
east,metformin,1304.0,69.49550254204144,-1.0,1.0,1156.0
east,metformin,1191.0,60.68830660930779,-1.0,1.3,1495.0
east,metformin,1156.0,71.8420023464998,1.0,1.3,1484.0
east,metformin,1495.0,77.30152522487289,-1.0,1.3,1083.0
east,metformin,1484.0,69.71450919045756,-1.0,1.3,1348.0
east,metformin,1083.0,72.17051231912397,1.0,1.3,1301.0
east,metformin,1348.0,87.70434102463824,1.0,1.3,1440.0
east,metformin,1301.0,67.88423934298005,-1.0,1.3,1226.0
east,metformin,1440.0,75.86233867813844,1.0,1.3,1277.0
east,metformin,1226.0,72.60852561595618,-1.0,1.3,1169.0
east,metformin,1277.0,79.53852170512319,0.0,1.3,1426.0
east,metformin,1169.0,85.79585451701212,0.0,1.3,1048.0
east,metformin,1426.0,71.43527571372702,-1.0,1.3,1369.0
east,metformin,1048.0,75.31482205709817,1.0,1.3,1062.0
east,metformin,1369.0,65.81931951505669,-1.0,1.0,1340.0
east,metformin,1062.0,68.44739929605005,0.0,1.0,1508.0
east,metformin,1340.0,80.78998826750097,1.0,1.0,902.0
east,metformin,1508.0,68.07195932733671,-1.0,1.0,1551.0
east,metformin,902.0,67.91552600703949,0.0,1.0,1069.0
east,metformin,1551.0,80.47712162690652,1.0,1.0,1188.0
east,metformin,1069.0,65.83496284708643,-1.0,1.0,1039.0
east,metformin,1188.0,74.9237387563551,-1.0,1.0,1141.0
east,metformin,1039.0,66.28861947594838,0.0,1.0,1197.0
east,metformin,1141.0,82.04145482987876,-1.0,1.0,1193.0
east,metformin,1197.0,70.16816581931951,0.0,1.0,1363.0
east,metformin,1193.0,71.66992569417286,1.0,1.0,1093.0
east,metformin,1363.0,55.416503715291356,-1.0,1.0,1408.0
east,metformin,1093.0,66.91435275713727,1.0,1.2,1436.0
east,metformin,1408.0,84.5913179507235,1.0,1.2,1063.0
east,metformin,1436.0,73.15604223699648,-1.0,1.2,1195.0
east,metformin,1063.0,84.15330465389127,-1.0,1.2,964.0
east,metformin,1195.0,58.451310129057475,-1.0,1.2,1430.0
east,metformin,964.0,80.35197497066873,1.0,1.2,891.0
east,metformin,1430.0,100.0,1.0,1.2,1332.0
east,metformin,891.0,60.109503324208056,-1.0,1.2,1553.0
east,metformin,1332.0,64.36448963629253,-1.0,1.2,1519.0
east,metformin,1553.0,63.504106374657795,1.0,1.2,1730.0
east,metformin,1519.0,87.50097770825185,-1.0,1.2,1083.0
east,metformin,1730.0,60.719593273367224,-1.0,1.2,1347.0
east,metformin,1083.0,70.87211576065701,1.0,1.2,1283.0
east,metformin,1347.0,92.0844739929605,1.0,1.0,815.0
east,metformin,1283.0,58.5295267892061,-1.0,1.0,1076.0
east,metformin,815.0,68.25967931169339,1.0,1.0,961.0
east,metformin,1076.0,79.06922174423151,-1.0,1.0,1144.0
east,metformin,961.0,83.71529135705906,1.0,1.0,1131.0
east,metformin,1144.0,62.83144309737973,-1.0,1.0,1190.0
east,metformin,1131.0,67.80602268283144,-1.0,1.0,1431.0
east,metformin,1190.0,76.48807195932733,1.0,1.0,1136.0
east,metformin,1431.0,79.10050840829096,-1.0,1.0,1112.0
east,metformin,1136.0,73.46890887759092,1.0,1.0,1292.0
east,metformin,1112.0,88.73680093859991,-1.0,1.0,1227.0
east,metformin,1292.0,86.57802111849824,1.0,1.0,1019.0
east,metformin,1227.0,71.98279233476731,-1.0,1.0,1027.0
east,metformin,1019.0,70.0899491591709,-1.0,1.3,1379.0
east,metformin,1027.0,67.3680093859992,1.0,1.3,831.0
east,metformin,1379.0,66.50762612436449,1.0,1.3,1345.0
east,metformin,831.0,75.40868204927649,-1.0,1.3,1106.0
east,metformin,1345.0,62.15877982010167,-1.0,1.3,837.0
east,metformin,1106.0,70.0117324990223,1.0,1.3,1230.0
east,metformin,837.0,83.887368009386,1.0,1.3,1126.0
east,metformin,1230.0,56.16738365271803,-1.0,1.3,1241.0
east,metformin,1126.0,65.66288619475948,1.0,1.3,1038.0
east,metformin,1241.0,70.30895580758701,-1.0,1.3,1134.0
east,metformin,1038.0,73.92256550645286,1.0,1.3,1633.0
east,metformin,1134.0,80.35197497066873,-1.0,1.3,1328.0
east,metformin,1633.0,76.92608525615955,1.0,1.3,1117.0
east,metformin,1328.0,81.97888150175987,-1.0,1.0,1296.0
east,metformin,1117.0,70.49667579194367,1.0,1.0,1619.0
east,metformin,1296.0,74.25107547907703,1.0,1.0,1241.0
east,metformin,1619.0,82.66718811106766,-1.0,1.0,856.0
east,metformin,1241.0,61.752053187328904,0.0,1.0,1366.0
east,metformin,856.0,68.15017598748533,1.0,1.0,1444.0
east,metformin,1366.0,74.31364880719592,-1.0,1.0,1454.0
east,metformin,1444.0,76.78529526789205,1.0,1.0,1119.0
east,metformin,1454.0,76.6132186155651,-1.0,1.0,1526.0
east,metformin,1119.0,73.92256550645287,1.0,1.0,1166.0
east,metformin,1526.0,68.4161126319906,-1.0,1.0,1210.0
east,metformin,1166.0,72.24872897927258,-1.0,1.0,1084.0
east,metformin,1210.0,67.86859601095033,1.0,1.0,1185.0
east,metformin,1084.0,64.53656628861948,-1.0,1.2,1375.0
east,metformin,1185.0,69.52678920610089,1.0,1.2,1080.0
east,metformin,1375.0,72.45209229565897,0.0,1.2,1216.0
east,ors,157.0,85.92100117324989,1.0,1.2,1339.0
east,ors,1361.0,67.35236605396949,1.0,1.2,1317.0
east,ors,1339.0,66.33554947203754,-1.0,1.2,1334.0
east,ors,1317.0,73.48455220962065,-1.0,1.2,1110.0
east,ors,1334.0,68.91669925694173,1.0,1.2,809.0
east,ors,1110.0,70.57489245209229,-1.0,1.2,1364.0
east,ors,809.0,68.69769260852561,1.0,1.2,1235.0
east,ors,1364.0,71.74814235432147,-1.0,1.2,1393.0
east,ors,1235.0,70.0899491591709,1.0,1.2,1344.0
east,ors,1393.0,71.87328901055925,-1.0,1.0,1423.0
east,ors,1344.0,75.98748533437622,1.0,1.0,1235.0
east,ors,1423.0,72.59288228392647,0.0,1.0,906.0
east,ors,1235.0,68.16581931951505,-1.0,1.0,1616.0
east,ors,906.0,67.52444270629643,1.0,1.0,982.0
east,ors,1616.0,64.59913961673836,1.0,1.0,929.0
east,ors,982.0,60.51622995698083,-1.0,1.0,1486.0
east,ors,929.0,86.01486116542823,1.0,1.0,1347.0
east,ors,1486.0,52.131403989049666,-1.0,1.0,1182.0
east,ors,1347.0,56.54282362143136,1.0,1.0,1207.0
east,ors,1182.0,65.28744622604616,0.0,1.0,1260.0
east,ors,1207.0,71.13805240516228,1.0,1.0,1607.0
east,ors,1260.0,69.49550254204144,-1.0,1.0,951.0
east,ors,1607.0,60.68830660930779,1.0,1.3,1623.0
east,ors,951.0,71.8420023464998,-1.0,1.3,1211.0
east,ors,1623.0,77.30152522487289,1.0,1.3,1301.0
east,ors,1211.0,69.71450919045756,1.0,1.3,1357.0
east,ors,1301.0,72.17051231912397,-1.0,1.3,1354.0
east,ors,1357.0,87.70434102463824,1.0,1.3,1313.0
east,ors,1354.0,67.88423934298005,-1.0,1.3,908.0
east,ors,1313.0,75.86233867813844,-1.0,1.3,998.0
east,ors,908.0,72.60852561595618,1.0,1.3,1398.0
east,ors,998.0,79.53852170512319,1.0,1.3,1539.0
east,ors,1398.0,85.79585451701212,1.0,1.3,1044.0
east,ors,1539.0,71.43527571372702,-1.0,1.3,926.0
east,ors,1044.0,75.31482205709817,-1.0,1.3,1369.0
east,ors,926.0,65.81931951505669,1.0,1.0,1608.0
east,ors,1369.0,68.44739929605005,-1.0,1.0,1139.0
east,ors,1608.0,80.78998826750097,1.0,1.0,1069.0
east,ors,1139.0,68.07195932733671,-1.0,1.0,1245.0
east,ors,1069.0,67.91552600703949,1.0,1.0,1293.0
east,ors,1245.0,80.47712162690652,-1.0,1.0,1522.0
east,ors,1293.0,65.83496284708643,0.0,1.0,1663.0
east,ors,1522.0,74.9237387563551,-1.0,1.0,1391.0
east,ors,1663.0,66.28861947594838,1.0,1.0,1349.0
east,ors,1391.0,82.04145482987876,1.0,1.0,1201.0
east,ors,1349.0,70.16816581931951,-1.0,1.0,1064.0
east,ors,1201.0,71.66992569417286,-1.0,1.0,1062.0
east,ors,1064.0,55.416503715291356,1.0,1.0,1218.0
east,ors,1062.0,66.91435275713727,-1.0,1.2,1053.0
east,ors,1218.0,84.5913179507235,1.0,1.2,1524.0
east,ors,1053.0,73.15604223699648,-1.0,1.2,989.0
east,ors,1524.0,84.15330465389127,1.0,1.2,1365.0
east,ors,989.0,58.451310129057475,-1.0,1.2,1349.0
east,ors,1365.0,80.35197497066873,0.0,1.2,1131.0
east,ors,1349.0,100.0,1.0,1.2,1498.0
east,ors,1131.0,60.109503324208056,-1.0,1.2,1322.0
east,ors,1498.0,64.36448963629253,-1.0,1.2,1409.0
east,ors,1322.0,63.504106374657795,-1.0,1.2,1114.0
east,ors,1409.0,87.50097770825185,1.0,1.2,1515.0
east,ors,1114.0,60.719593273367224,-1.0,1.2,1253.0
east,ors,1515.0,70.87211576065701,-1.0,1.2,940.0
east,ors,1253.0,92.0844739929605,1.0,1.0,1210.0
east,ors,940.0,58.5295267892061,1.0,1.0,1423.0
east,ors,1210.0,68.25967931169339,0.0,1.0,1471.0
east,ors,1423.0,79.06922174423151,-1.0,1.0,873.0
east,ors,1471.0,83.71529135705906,1.0,1.0,787.0
east,ors,873.0,62.83144309737973,-1.0,1.0,1147.0
east,ors,787.0,67.80602268283144,-1.0,1.0,1096.0
east,ors,1147.0,76.48807195932733,1.0,1.0,1128.0
east,ors,1096.0,79.10050840829096,-1.0,1.0,969.0
east,ors,1128.0,73.46890887759092,1.0,1.0,1262.0
east,ors,969.0,88.73680093859991,1.0,1.0,1356.0
east,ors,1262.0,86.57802111849824,-1.0,1.0,1303.0
east,ors,1356.0,71.98279233476731,-1.0,1.0,1494.0
east,ors,1303.0,70.0899491591709,0.0,1.3,1140.0
east,ors,1494.0,67.3680093859992,1.0,1.3,682.0
east,ors,1140.0,66.50762612436449,-1.0,1.3,1263.0
east,ors,682.0,75.40868204927649,1.0,1.3,1087.0
east,ors,1263.0,62.15877982010167,-1.0,1.3,1024.0
east,ors,1087.0,70.0117324990223,-1.0,1.3,1150.0
east,ors,1024.0,83.887368009386,1.0,1.3,1072.0
east,ors,1150.0,56.16738365271803,-1.0,1.3,1381.0
east,ors,1072.0,65.66288619475948,-1.0,1.3,1292.0
east,ors,1381.0,70.30895580758701,1.0,1.3,977.0
east,ors,1292.0,73.92256550645286,1.0,1.3,1277.0
east,ors,977.0,80.35197497066873,1.0,1.3,1073.0
east,ors,1277.0,76.92608525615955,-1.0,1.3,1016.0
east,ors,1073.0,81.97888150175987,1.0,1.0,1227.0
east,ors,1016.0,70.49667579194367,-1.0,1.0,1272.0
east,ors,1227.0,74.25107547907703,1.0,1.0,1381.0
east,ors,1272.0,82.66718811106766,0.0,1.0,844.0
east,ors,1381.0,61.752053187328904,1.0,1.0,1270.0
east,ors,844.0,68.15017598748533,1.0,1.0,1362.0
east,ors,1270.0,74.31364880719592,0.0,1.0,1503.0
east,ors,1362.0,76.78529526789205,1.0,1.0,920.0
east,ors,1503.0,76.6132186155651,-1.0,1.0,1114.0
east,ors,920.0,73.92256550645287,-1.0,1.0,878.0
east,ors,1114.0,68.4161126319906,-1.0,1.0,1129.0
east,ors,878.0,72.24872897927258,1.0,1.0,1058.0
east,ors,1129.0,67.86859601095033,0.0,1.0,1443.0
east,ors,1058.0,64.53656628861948,-1.0,1.2,1154.0
east,ors,1443.0,69.52678920610089,1.0,1.2,927.0
east,ors,1154.0,72.45209229565897,-1.0,1.2,1338.0
east,paracetamol,233.0,85.92100117324989,1.0,1.2,769.0
east,paracetamol,957.0,67.35236605396949,-1.0,1.2,1445.0
east,paracetamol,769.0,66.33554947203754,-1.0,1.2,1404.0
east,paracetamol,1445.0,73.48455220962065,1.0,1.2,1106.0
east,paracetamol,1404.0,68.91669925694173,1.0,1.2,849.0
east,paracetamol,1106.0,70.57489245209229,-1.0,1.2,1397.0
east,paracetamol,849.0,68.69769260852561,-1.0,1.2,1002.0
east,paracetamol,1397.0,71.74814235432147,1.0,1.2,1181.0
east,paracetamol,1002.0,70.0899491591709,1.0,1.2,937.0
east,paracetamol,1181.0,71.87328901055925,1.0,1.0,913.0
east,paracetamol,937.0,75.98748533437622,-1.0,1.0,1191.0
east,paracetamol,913.0,72.59288228392647,1.0,1.0,1363.0
east,paracetamol,1191.0,68.16581931951505,-1.0,1.0,1840.0
east,paracetamol,1363.0,67.52444270629643,-1.0,1.0,1201.0
east,paracetamol,1840.0,64.59913961673836,1.0,1.0,1128.0
east,paracetamol,1201.0,60.51622995698083,-1.0,1.0,830.0
east,paracetamol,1128.0,86.01486116542823,1.0,1.0,1342.0
east,paracetamol,830.0,52.131403989049666,-1.0,1.0,744.0
east,paracetamol,1342.0,56.54282362143136,-1.0,1.0,1565.0
east,paracetamol,744.0,65.28744622604616,1.0,1.0,1375.0
east,paracetamol,1565.0,71.13805240516228,-1.0,1.0,1122.0
east,paracetamol,1375.0,69.49550254204144,-1.0,1.0,954.0
