region,medicine,predicted_demand,current_stock,stock_gap,production_action,risk_flag
east,amlodipine,1169.11,2170,-1000.8900000000001,Reduce Production,No Immediate Risk
east,amlodipine,1313.4933333333333,2170,-856.5066666666667,Reduce Production,No Immediate Risk
east,amlodipine,1363.0566666666666,2170,-806.9433333333334,Reduce Production,No Immediate Risk
east,amlodipine,1239.7966666666666,2170,-930.2033333333334,Reduce Production,No Immediate Risk
east,amlodipine,1259.54,2170,-910.46,Reduce Production,No Immediate Risk
east,amlodipine,1468.8433333333332,2170,-701.1566666666668,Reduce Production,No Immediate Risk
east,amlodipine,1310.8766666666668,2170,-859.1233333333332,Reduce Production,No Immediate Risk
east,amlodipine,962.5033333333333,2170,-1207.4966666666667,Reduce Production,No Immediate Risk
east,amlodipine,1458.5266666666666,2170,-711.4733333333334,Reduce Production,No Immediate Risk
east,amlodipine,1181.4333333333334,2170,-988.5666666666666,Reduce Production,No Immediate Risk
east,amlodipine,1178.85,2170,-991.1500000000001,Reduce Production,No Immediate Risk
east,metformin,1244.8733333333332,1750,-505.1266666666668,Reduce Production,No Immediate Risk
east,metformin,1245.4566666666667,1750,-504.5433333333333,Reduce Production,No Immediate Risk
east,metformin,1265.6033333333332,1750,-484.39666666666676,Maintain Production,No Immediate Risk
east,metformin,1237.1666666666667,1750,-512.8333333333333,Reduce Production,No Immediate Risk
east,metformin,1357.5033333333333,1750,-392.49666666666667,Maintain Production,No Immediate Risk
east,metformin,1207.1433333333334,1750,-542.8566666666666,Reduce Production,No Immediate Risk
east,metformin,1287.0733333333333,1750,-462.92666666666673,Maintain Production,No Immediate Risk
east,metformin,1402.7466666666667,1750,-347.25333333333333,Maintain Production,No Immediate Risk
east,metformin,1149.3233333333333,1750,-600.6766666666667,Reduce Production,No Immediate Risk
east,metformin,1186.27,1750,-563.73,Reduce Production,No Immediate Risk
east,metformin,1084.2166666666667,1750,-665.7833333333333,Reduce Production,No Immediate Risk
east,metformin,1128.1766666666667,1750,-621.8233333333333,Reduce Production,No Immediate Risk
east,metformin,1160.48,1750,-589.52,Reduce Production,No Immediate Risk
east,metformin,1605.61,1750,-144.3900000000001,Maintain Production,No Immediate Risk
east,metformin,1277.3433333333332,1750,-472.65666666666675,Maintain Production,No Immediate Risk
east,metformin,1258.4633333333334,1750,-491.53666666666663,Maintain Production,No Immediate Risk
east,metformin,1158.8033333333333,1750,-591.1966666666667,Reduce Production,No Immediate Risk
east,metformin,1331.88,1750,-418.1199999999999,Maintain Production,No Immediate Risk
east,metformin,1171.5766666666666,1750,-578.4233333333334,Reduce Production,No Immediate Risk
east,metformin,1266.5033333333333,1750,-483.49666666666667,Maintain Production,No Immediate Risk
east,metformin,1246.06,1750,-503.94000000000005,Reduce Production,No Immediate Risk
east,metformin,1177.4366666666667,1750,-572.5633333333333,Reduce Production,No Immediate Risk
east,metformin,1395.3966666666668,1750,-354.60333333333324,Maintain Production,No Immediate Risk
east,metformin,1387.1633333333334,1750,-362.8366666666666,Maintain Production,No Immediate Risk
east,metformin,1112.88,1750,-637.1199999999999,Reduce Production,No Immediate Risk
east,metformin,1215.4833333333333,1750,-534.5166666666667,Reduce Production,No Immediate Risk
east,metformin,1296.4033333333334,1750,-453.5966666666666,Maintain Production,No Immediate Risk
east,metformin,1355.3266666666666,1750,-394.6733333333334,Maintain Production,No Immediate Risk
east,metformin,1212.6966666666667,1750,-537.3033333333333,Reduce Production,No Immediate Risk
east,metformin,1238.5533333333333,1750,-511.4466666666667,Reduce Production,No Immediate Risk
east,metformin,1166.02,1750,-583.98,Reduce Production,No Immediate Risk
east,metformin,1221.1533333333334,1750,-528.8466666666666,Reduce Production,No Immediate Risk
east,metformin,1097.3866666666668,1750,-652.6133333333332,Reduce Production,No Immediate Risk
east,metformin,1165.86,1750,-584.1400000000001,Reduce Production,No Immediate Risk
east,metformin,1104.1166666666666,1750,-645.8833333333334,Reduce Production,No Immediate Risk
east,metformin,1325.44,1750,-424.55999999999995,Maintain Production,No Immediate Risk
east,metformin,1253.14,1750,-496.8599999999999,Maintain Production,No Immediate Risk
east,metformin,1071.1033333333332,1750,-678.8966666666668,Reduce Production,No Immediate Risk
east,metformin,1388.5,1750,-361.5,Maintain Production,No Immediate Risk
east,metformin,1220.55,1750,-529.45,Reduce Production,No Immediate Risk
east,metformin,1175.21,1750,-574.79,Reduce Production,No Immediate Risk
east,metformin,1153.47,1750,-596.53,Reduce Production,No Immediate Risk
east,metformin,1211.1566666666668,1750,-538.8433333333332,Reduce Production,No Immediate Risk
east,metformin,1199.56,1750,-550.44,Reduce Production,No Immediate Risk
east,metformin,1198.3866666666668,1750,-551.6133333333332,Reduce Production,No Immediate Risk
east,metformin,1315.4266666666667,1750,-434.57333333333327,Maintain Production,No Immediate Risk
east,metformin,1142.4233333333334,1750,-607.5766666666666,Reduce Production,No Immediate Risk
east,metformin,1330.58,1750,-419.4200000000001,Maintain Production,No Immediate Risk
east,metformin,1354.08,1750,-395.9200000000001,Maintain Production,No Immediate Risk
east,metformin,1137.93,1750,-612.0699999999999,Reduce Production,No Immediate Risk
east,metformin,1175.12,1750,-574.8800000000001,Reduce Production,No Immediate Risk
east,metformin,1116.77,1750,-633.23,Reduce Production,No Immediate Risk
east,metformin,1291.42,1750,-458.5799999999999,Maintain Production,No Immediate Risk
east,metformin,985.66,1750,-764.34,Reduce Production,No Immediate Risk
east,metformin,1229.0866666666666,1750,-520.9133333333334,Reduce Production,No Immediate Risk
east,metformin,1407.89,1750,-342.1099999999999,Maintain Production,No Immediate Risk
east,metformin,1413.5233333333333,1750,-336.4766666666667,Maintain Production,No Immediate Risk
east,metformin,1561.6533333333334,1750,-188.34666666666658,Maintain Production,No Immediate Risk
east,metformin,1105.3966666666668,1750,-644.6033333333332,Reduce Production,No Immediate Risk
east,metformin,1297.2533333333333,1750,-452.74666666666667,Maintain Production,No Immediate Risk
east,metformin,1261.7,1750,-488.29999999999995,Maintain Production,No Immediate Risk
east,metformin,1234.2266666666667,1750,-515.7733333333333,Reduce Production,No Immediate Risk
east,metformin,1213.3466666666666,1750,-536.6533333333334,Reduce Production,No Immediate Risk
east,metformin,1091.4733333333334,1750,-658.5266666666666,Reduce Production,No Immediate Risk
east,metformin,1178.98,1750,-571.02,Reduce Production,No Immediate Risk
east,metformin,1149.1166666666666,1750,-600.8833333333334,Reduce Production,No Immediate Risk
east,metformin,1203.5666666666666,1750,-546.4333333333334,Reduce Production,No Immediate Risk
east,metformin,1390.61,1750,-359.3900000000001,Maintain Production,No Immediate Risk
east,metformin,1141.5566666666666,1750,-608.4433333333334,Reduce Production,No Immediate Risk
east,metformin,1127.0333333333333,1750,-622.9666666666667,Reduce Production,No Immediate Risk
east,metformin,1243.7866666666666,1750,-506.21333333333337,Reduce Production,No Immediate Risk
east,metformin,1205.49,1750,-544.51,Reduce Production,No Immediate Risk
east,metformin,1085.83,1750,-664.1700000000001,Reduce Production,No Immediate Risk
east,metformin,1112.2166666666667,1750,-637.7833333333333,Reduce Production,No Immediate Risk
east,metformin,1314.51,1750,-435.49,Maintain Production,No Immediate Risk
east,metformin,962.5766666666667,1750,-787.4233333333333,Reduce Production,No Immediate Risk
east,metformin,1300.1066666666666,1750,-449.89333333333343,Maintain Production,No Immediate Risk
east,metformin,1130.36,1750,-619.6400000000001,Reduce Production,No Immediate Risk
east,metformin,1022.09,1750,-727.91,Reduce Production,No Immediate Risk
east,metformin,1258.6933333333334,1750,-491.3066666666666,Maintain Production,No Immediate Risk
east,metformin,1152.5233333333333,1750,-597.4766666666667,Reduce Production,No Immediate Risk
east,metformin,1249.38,1750,-500.6199999999999,Reduce Production,No Immediate Risk
east,metformin,1301.2333333333333,1750,-448.76666666666665,Maintain Production,No Immediate Risk
east,metformin,1203.38,1750,-546.6199999999999,Reduce Production,No Immediate Risk
east,metformin,1409.1066666666666,1750,-340.89333333333343,Maintain Production,No Immediate Risk
east,metformin,1296.4066666666668,1750,-453.59333333333325,Maintain Production,No Immediate Risk
east,metformin,1128.8733333333332,1750,-621.1266666666668,Reduce Production,No Immediate Risk
east,metformin,1282.2666666666667,1750,-467.73333333333335,Maintain Production,No Immediate Risk
east,metformin,1480.4433333333334,1750,-269.5566666666666,Maintain Production,No Immediate Risk
east,metformin,1241.2733333333333,1750,-508.7266666666667,Reduce Production,No Immediate Risk
east,metformin,953.2366666666667,1750,-796.7633333333333,Reduce Production,No Immediate Risk
east,metformin,1316.4233333333334,1750,-433.5766666666666,Maintain Production,No Immediate Risk
east,metformin,1315.4766666666667,1750,-434.5233333333333,Maintain Production,No Immediate Risk
east,metformin,1378.26,1750,-371.74,Maintain Production,No Immediate Risk
east,metformin,1141.0433333333333,1750,-608.9566666666667,Reduce Production,No Immediate Risk
east,metformin,1411.5033333333333,1750,-338.49666666666667,Maintain Production,No Immediate Risk
east,metformin,1183.96,1750,-566.04,Reduce Production,No Immediate Risk
east,metformin,1256.4033333333334,1750,-493.5966666666666,Maintain Production,No Immediate Risk
east,metformin,1146.9966666666667,1750,-603.0033333333333,Reduce Production,No Immediate Risk
east,metformin,1222.74,1750,-527.26,Reduce Production,No Immediate Risk
east,metformin,1372.54,1750,-377.46000000000004,Maintain Production,No Immediate Risk
east,metformin,1254.18,1750,-495.81999999999994,Maintain Production,No Immediate Risk
east,metformin,1224.6066666666666,1750,-525.3933333333334,Reduce Production,No Immediate Risk
east,ors,1266.1566666666668,1856,-589.8433333333332,Reduce Production,No Immediate Risk
east,ors,1247.15,1856,-608.8499999999999,Reduce Production,No Immediate Risk
east,ors,1285.29,1856,-570.71,Reduce Production,No Immediate Risk
east,ors,1134.0966666666666,1856,-721.9033333333334,Reduce Production,No Immediate Risk
east,ors,954.3466666666667,1856,-901.6533333333333,Reduce Production,No Immediate Risk
east,ors,1323.11,1856,-532.8900000000001,Reduce Production,No Immediate Risk
east,ors,1211.0966666666666,1856,-644.9033333333334,Reduce Production,No Immediate Risk
east,ors,1337.3333333333333,1856,-518.6666666666667,Reduce Production,No Immediate Risk
east,ors,1286.2733333333333,1856,-569.7266666666667,Reduce Production,No Immediate Risk
east,ors,1368.25,1856,-487.75,Maintain Production,No Immediate Risk
east,ors,1208.3566666666666,1856,-647.6433333333334,Reduce Production,No Immediate Risk
east,ors,1001.9766666666667,1856,-854.0233333333333,Reduce Production,No Immediate Risk
east,ors,1524.8,1856,-331.20000000000005,Maintain Production,No Immediate Risk
east,ors,1049.2666666666667,1856,-806.7333333333333,Reduce Production,No Immediate Risk
east,ors,1041.7566666666667,1856,-814.2433333333333,Reduce Production,No Immediate Risk
east,ors,1205.6966666666667,1856,-650.3033333333333,Reduce Production,No Immediate Risk
east,ors,1311.75,1856,-544.25,Reduce Production,No Immediate Risk
east,ors,1212.7366666666667,1856,-643.2633333333333,Reduce Production,No Immediate Risk
east,ors,1224.61,1856,-631.3900000000001,Reduce Production,No Immediate Risk
east,ors,1272.2266666666667,1856,-583.7733333333333,Reduce Production,No Immediate Risk
east,ors,1287.7566666666667,1856,-568.2433333333333,Reduce Production,No Immediate Risk
east,ors,1307.22,1856,-548.78,Reduce Production,No Immediate Risk
east,ors,1490.84,1856,-365.1600000000001,Maintain Production,No Immediate Risk
east,ors,1200.3433333333332,1856,-655.6566666666668,Reduce Production,No Immediate Risk
east,ors,1232.1033333333332,1856,-623.8966666666668,Reduce Production,No Immediate Risk
east,ors,1224.9933333333333,1856,-631.0066666666667,Reduce Production,No Immediate Risk
east,ors,1317.83,1856,-538.1700000000001,Reduce Production,No Immediate Risk
east,ors,1257.52,1856,-598.48,Reduce Production,No Immediate Risk
east,ors,1001.3133333333334,1856,-854.6866666666666,Reduce Production,No Immediate Risk
east,ors,1059.3633333333332,1856,-796.6366666666668,Reduce Production,No Immediate Risk
east,ors,1306.59,1856,-549.4100000000001,Reduce Production,No Immediate Risk
east,ors,1379.5866666666666,1856,-476.4133333333334,Maintain Production,No Immediate Risk
east,ors,1123.4533333333334,1856,-732.5466666666666,Reduce Production,No Immediate Risk
east,ors,1024.4466666666667,1856,-831.5533333333333,Reduce Production,No Immediate Risk
east,ors,1104.4466666666667,1856,-751.5533333333333,Reduce Production,No Immediate Risk
east,ors,1226.5266666666666,1856,-629.4733333333334,Reduce Production,No Immediate Risk
east,ors,1170.55,1856,-685.45,Reduce Production,No Immediate Risk
east,ors,1111.9266666666667,1856,-744.0733333333333,Reduce Production,No Immediate Risk
east,ors,1327.33,1856,-528.6700000000001,Reduce Production,No Immediate Risk
east,ors,1262.5633333333333,1856,-593.4366666666667,Reduce Production,No Immediate Risk
east,ors,1409.2366666666667,1856,-446.7633333333333,Maintain Production,No Immediate Risk
east,ors,1503.1566666666668,1856,-352.84333333333325,Maintain Production,No Immediate Risk
east,ors,1301.16,1856,-554.8399999999999,Reduce Production,No Immediate Risk
east,ors,1121.99,1856,-734.01,Reduce Production,No Immediate Risk
east,ors,1210.0,1856,-646.0,Reduce Production,No Immediate Risk
east,ors,1142.6466666666668,1856,-713.3533333333332,Reduce Production,No Immediate Risk
east,ors,1270.29,1856,-585.71,Reduce Production,No Immediate Risk
east,ors,1202.2,1856,-653.8,Reduce Production,No Immediate Risk
east,ors,1108.6033333333332,1856,-747.3966666666668,Reduce Production,No Immediate Risk
east,ors,1386.6166666666666,1856,-469.38333333333344,Maintain Production,No Immediate Risk
east,ors,1059.24,1856,-796.76,Reduce Production,No Immediate Risk
east,ors,1309.1466666666668,1856,-546.8533333333332,Reduce Production,No Immediate Risk
east,ors,1309.54,1856,-546.46,Reduce Production,No Immediate Risk
east,ors,1143.79,1856,-712.21,Reduce Production,No Immediate Risk
east,ors,1404.04,1856,-451.96000000000004,Maintain Production,No Immediate Risk
east,ors,1297.6166666666666,1856,-558.3833333333334,Reduce Production,No Immediate Risk
east,ors,1324.19,1856,-531.81,Reduce Production,No Immediate Risk
east,ors,1157.6466666666668,1856,-698.3533333333332,Reduce Production,No Immediate Risk
east,ors,1389.8333333333333,1856,-466.16666666666674,Maintain Production,No Immediate Risk
east,ors,1260.2366666666667,1856,-595.7633333333333,Reduce Production,No Immediate Risk
east,ors,1178.74,1856,-677.26,Reduce Production,No Immediate Risk
east,ors,1213.73,1856,-642.27,Reduce Production,No Immediate Risk
east,ors,1344.3866666666668,1856,-511.61333333333323,Reduce Production,No Immediate Risk
east,ors,1431.6533333333334,1856,-424.3466666666666,Maintain Production,No Immediate Risk
east,ors,984.5366666666666,1856,-871.4633333333334,Reduce Production,No Immediate Risk
east,ors,1180.83,1856,-675.1700000000001,Reduce Production,No Immediate Risk
east,ors,1076.1333333333334,1856,-779.8666666666666,Reduce Production,No Immediate Risk
east,ors,1128.2933333333333,1856,-727.7066666666667,Reduce Production,No Immediate Risk
east,ors,1208.9566666666667,1856,-647.0433333333333,Reduce Production,No Immediate Risk
east,ors,1249.5566666666666,1856,-606.4433333333334,Reduce Production,No Immediate Risk
east,ors,1249.2666666666667,1856,-606.7333333333333,Reduce Production,No Immediate Risk
east,ors,1318.6966666666667,1856,-537.3033333333333,Reduce Production,No Immediate Risk
east,ors,1271.19,1856,-584.81,Reduce Production,No Immediate Risk
east,ors,1423.3833333333334,1856,-432.61666666666656,Maintain Production,No Immediate Risk
east,ors,1206.35,1856,-649.6500000000001,Reduce Production,No Immediate Risk
east,ors,878.3166666666667,1856,-977.6833333333333,Reduce Production,No Immediate Risk
east,ors,1238.8066666666666,1856,-617.1933333333334,Reduce Production,No Immediate Risk
east,ors,1173.02,1856,-682.98,Reduce Production,No Immediate Risk
east,ors,1092.8433333333332,1856,-763.1566666666668,Reduce Production,No Immediate Risk
east,ors,1181.7466666666667,1856,-674.2533333333333,Reduce Production,No Immediate Risk
east,ors,1141.9166666666667,1856,-714.0833333333333,Reduce Production,No Immediate Risk
east,ors,1316.74,1856,-539.26,Reduce Production,No Immediate Risk
east,ors,1252.1266666666668,1856,-603.8733333333332,Reduce Production,No Immediate Risk
east,ors,1054.3333333333333,1856,-801.6666666666667,Reduce Production,No Immediate Risk
east,ors,1266.6933333333334,1856,-589.3066666666666,Reduce Production,No Immediate Risk
east,ors,1141.9433333333334,1856,-714.0566666666666,Reduce Production,No Immediate Risk
east,ors,1142.99,1856,-713.01,Reduce Production,No Immediate Risk
east,ors,1221.8866666666668,1856,-634.1133333333332,Reduce Production,No Immediate Risk
east,ors,1209.2433333333333,1856,-646.7566666666667,Reduce Production,No Immediate Risk
east,ors,1296.7766666666666,1856,-559.2233333333334,Reduce Production,No Immediate Risk
east,ors,995.1533333333333,1856,-860.8466666666667,Reduce Production,No Immediate Risk
east,ors,1253.0933333333332,1856,-602.9066666666668,Reduce Production,No Immediate Risk
east,ors,1288.3166666666666,1856,-567.6833333333334,Reduce Production,No Immediate Risk
east,ors,1390.21,1856,-465.78999999999996,Maintain Production,No Immediate Risk
east,ors,1023.1633333333333,1856,-832.8366666666667,Reduce Production,No Immediate Risk
east,ors,1138.68,1856,-717.3199999999999,Reduce Production,No Immediate Risk
east,ors,1017.1266666666667,1856,-838.8733333333333,Reduce Production,No Immediate Risk
east,ors,1192.3933333333334,1856,-663.6066666666666,Reduce Production,No Immediate Risk
east,ors,1126.0766666666666,1856,-729.9233333333334,Reduce Production,No Immediate Risk
east,ors,1357.2266666666667,1856,-498.7733333333333,Maintain Production,No Immediate Risk
east,ors,1232.9733333333334,1856,-623.0266666666666,Reduce Production,No Immediate Risk
east,ors,999.24,1856,-856.76,Reduce Production,No Immediate Risk
east,ors,1301.4766666666667,1856,-554.5233333333333,Reduce Production,No Immediate Risk
east,paracetamol,957.4366666666666,3848,-2890.5633333333335,Reduce Production,Wastage Risk
east,paracetamol,1312.42,3848,-2535.58,Reduce Production,Wastage Risk
east,paracetamol,1321.4,3848,-2526.6,Reduce Production,Wastage Risk
east,paracetamol,1114.46,3848,-2733.54,Reduce Production,Wastage Risk
east,paracetamol,969.5433333333333,3848,-2878.456666666667,Reduce Production,Wastage Risk
east,paracetamol,1348.2733333333333,3848,-2499.7266666666665,Reduce Production,Wastage Risk
east,paracetamol,1094.3566666666666,3848,-2753.6433333333334,Reduce Production,Wastage Risk
east,paracetamol,1175.5533333333333,3848,-2672.4466666666667,Reduce Production,Wastage Risk
east,paracetamol,1042.5266666666666,3848,-2805.4733333333334,Reduce Production,Wastage Risk
east,paracetamol,1014.73,3848,-2833.27,Reduce Production,Wastage Risk
east,paracetamol,1176.8,3848,-2671.2,Reduce Production,Wastage Risk
east,paracetamol,1315.03,3848,-2532.9700000000003,Reduce Production,Wastage Risk
east,paracetamol,1633.3066666666666,3848,-2214.6933333333336,Reduce Production,Wastage Risk
east,paracetamol,1215.1233333333332,3848,-2632.876666666667,Reduce Production,Wastage Risk
east,paracetamol,1195.7433333333333,3848,-2652.2566666666667,Reduce Production,Wastage Risk
east,paracetamol,967.88,3848,-2880.12,Reduce Production,Wastage Risk
east,paracetamol,1083.29,3848,-2764.71,Reduce Production,Wastage Risk
east,paracetamol,1222.1433333333334,3848,-2625.8566666666666,Reduce Production,Wastage Risk
east,paracetamol,1417.8066666666666,3848,-2430.1933333333336,Reduce Production,Wastage Risk
east,paracetamol,1314.0733333333333,3848,-2533.9266666666667,Reduce Production,Wastage Risk
east,paracetamol,1155.2966666666666,3848,-2692.7033333333334,Reduce Production,Wastage Risk
east,paracetamol,1081.1966666666667,3848,-2766.8033333333333,Reduce Production,Wastage Risk
east,paracetamol,1070.9166666666667,3848,-2777.083333333333,Reduce Production,Wastage Risk
east,paracetamol,1135.8766666666668,3848,-2712.123333333333,Reduce Production,Wastage Risk
east,paracetamol,1023.49,3848,-2824.51,Reduce Production,Wastage Risk
east,paracetamol,1063.7466666666667,3848,-2784.253333333333,Reduce Production,Wastage Risk
east,paracetamol,1328.18,3848,-2519.8199999999997,Reduce Production,Wastage Risk
east,paracetamol,1092.1466666666668,3848,-2755.8533333333335,Reduce Production,Wastage Risk
east,paracetamol,799.15,3848,-3048.85,Reduce Production,Wastage Risk
east,paracetamol,1221.5666666666666,3848,-2626.4333333333334,Reduce Production,Wastage Risk
east,paracetamol,1267.56,3848,-2580.44,Reduce Production,Wastage Risk
east,paracetamol,1182.2766666666666,3848,-2665.7233333333334,Reduce Production,Wastage Risk
east,paracetamol,1182.61,3848,-2665.3900000000003,Reduce Production,Wastage Risk
east,paracetamol,1332.79,3848,-2515.21,Reduce Production,Wastage Risk
east,paracetamol,965.69,3848,-2882.31,Reduce Production,Wastage Risk
east,paracetamol,1213.4833333333333,3848,-2634.5166666666664,Reduce Production,Wastage Risk
east,paracetamol,1218.9433333333334,3848,-2629.0566666666664,Reduce Production,Wastage Risk
east,paracetamol,1203.72,3848,-2644.2799999999997,Reduce Production,Wastage Risk
east,paracetamol,1262.0733333333333,3848,-2585.9266666666667,Reduce Production,Wastage Risk
east,paracetamol,1255.3533333333332,3848,-2592.6466666666665,Reduce Production,Wastage Risk
east,paracetamol,1117.7866666666666,3848,-2730.213333333333,Reduce Production,Wastage Risk
east,paracetamol,1028.95,3848,-2819.05,Reduce Production,Wastage Risk
east,paracetamol,1205.8333333333333,3848,-2642.166666666667,Reduce Production,Wastage Risk
east,paracetamol,998.22,3848,-2849.7799999999997,Reduce Production,Wastage Risk
east,paracetamol,1433.77,3848,-2414.23,Reduce Production,Wastage Risk
east,paracetamol,1196.8666666666666,3848,-2651.133333333333,Reduce Production,Wastage Risk
east,paracetamol,1244.5066666666667,3848,-2603.4933333333333,Reduce Production,Wastage Risk
east,paracetamol,1041.49,3848,-2806.51,Reduce Production,Wastage Risk
east,paracetamol,1099.6066666666666,3848,-2748.3933333333334,Reduce Production,Wastage Risk
east,paracetamol,1240.22,3848,-2607.7799999999997,Reduce Production,Wastage Risk
east,paracetamol,1203.26,3848,-2644.74,Reduce Production,Wastage Risk
east,paracetamol,1275.7166666666667,3848,-2572.2833333333333,Reduce Production,Wastage Risk
east,paracetamol,1422.9066666666668,3848,-2425.0933333333332,Reduce Production,Wastage Risk
east,paracetamol,1305.8,3848,-2542.2,Reduce Production,Wastage Risk
east,paracetamol,1083.8333333333333,3848,-2764.166666666667,Reduce Production,Wastage Risk
east,paracetamol,1252.2533333333333,3848,-2595.746666666667,Reduce Production,Wastage Risk
east,paracetamol,1257.2066666666667,3848,-2590.793333333333,Reduce Production,Wastage Risk
east,paracetamol,1254.5233333333333,3848,-2593.4766666666665,Reduce Production,Wastage Risk
east,paracetamol,1069.68,3848,-2778.3199999999997,Reduce Production,Wastage Risk
east,paracetamol,1173.8933333333334,3848,-2674.1066666666666,Reduce Production,Wastage Risk
east,paracetamol,953.09,3848,-2894.91,Reduce Production,Wastage Risk
east,paracetamol,991.8033333333333,3848,-2856.1966666666667,Reduce Production,Wastage Risk
east,paracetamol,1296.6466666666668,3848,-2551.3533333333335,Reduce Production,Wastage Risk
east,paracetamol,1150.92,3848,-2697.08,Reduce Production,Wastage Risk
east,paracetamol,1515.85,3848,-2332.15,Reduce Production,Wastage Risk
east,paracetamol,1172.5166666666667,3848,-2675.4833333333336,Reduce Production,Wastage Risk
east,paracetamol,1090.11,3848,-2757.8900000000003,Reduce Production,Wastage Risk
east,paracetamol,1171.51,3848,-2676.49,Reduce Production,Wastage Risk
east,paracetamol,1147.1533333333334,3848,-2700.8466666666664,Reduce Production,Wastage Risk
east,paracetamol,1185.16,3848,-2662.84,Reduce Production,Wastage Risk
east,paracetamol,1230.27,3848,-2617.73,Reduce Production,Wastage Risk
east,paracetamol,1334.3266666666666,3848,-2513.673333333333,Reduce Production,Wastage Risk
east,paracetamol,1276.6366666666668,3848,-2571.3633333333332,Reduce Production,Wastage Risk
east,paracetamol,1229.95,3848,-2618.05,Reduce Production,Wastage Risk
east,paracetamol,1244.7333333333333,3848,-2603.2666666666664,Reduce Production,Wastage Risk
east,paracetamol,1227.9666666666667,3848,-2620.0333333333333,Reduce Production,Wastage Risk
east,paracetamol,1228.38,3848,-2619.62,Reduce Production,Wastage Risk
east,paracetamol,1042.55,3848,-2805.45,Reduce Production,Wastage Risk
east,paracetamol,1213.78,3848,-2634.2200000000003,Reduce Production,Wastage Risk
east,paracetamol,1215.5166666666667,3848,-2632.4833333333336,Reduce Production,Wastage Risk
east,paracetamol,1042.12,3848,-2805.88,Reduce Production,Wastage Risk
east,paracetamol,1155.57,3848,-2692.4300000000003,Reduce Production,Wastage Risk
east,paracetamol,1382.5133333333333,3848,-2465.4866666666667,Reduce Production,Wastage Risk
east,paracetamol,1196.19,3848,-2651.81,Reduce Production,Wastage Risk
east,paracetamol,1185.4966666666667,3848,-2662.503333333333,Reduce Production,Wastage Risk
east,paracetamol,1188.59,3848,-2659.41,Reduce Production,Wastage Risk
east,paracetamol,1167.1633333333334,3848,-2680.8366666666666,Reduce Production,Wastage Risk
east,paracetamol,1298.88,3848,-2549.12,Reduce Production,Wastage Risk
east,paracetamol,1272.8133333333333,3848,-2575.1866666666665,Reduce Production,Wastage Risk
east,paracetamol,1230.1066666666666,3848,-2617.8933333333334,Reduce Production,Wastage Risk
east,paracetamol,1242.4366666666667,3848,-2605.5633333333335,Reduce Production,Wastage Risk
east,paracetamol,1265.0366666666666,3848,-2582.963333333333,Reduce Production,Wastage Risk
east,paracetamol,1580.8933333333334,3848,-2267.1066666666666,Reduce Production,Wastage Risk
east,paracetamol,1332.9233333333334,3848,-2515.076666666667,Reduce Production,Wastage Risk
east,paracetamol,1014.53,3848,-2833.4700000000003,Reduce Production,Wastage Risk
east,paracetamol,1367.1633333333334,3848,-2480.8366666666666,Reduce Production,Wastage Risk
east,paracetamol,1214.6933333333334,3848,-2633.3066666666664,Reduce Production,Wastage Risk
east,paracetamol,1337.55,3848,-2510.45,Reduce Production,Wastage Risk
east,paracetamol,1245.3666666666666,3848,-2602.633333333333,Reduce Production,Wastage Risk
east,paracetamol,1354.7266666666667,3848,-2493.2733333333335,Reduce Production,Wastage Risk
east,paracetamol,1247.8266666666666,3848,-2600.173333333333,Reduce Production,Wastage Risk
east,paracetamol,1129.9666666666667,3848,-2718.0333333333333,Reduce Production,Wastage Risk
east,paracetamol,1277.0,3848,-2571.0,Reduce Production,Wastage Risk
east,salbutamol,1368.81,3640,-2271.19,Reduce Production,No Immediate Risk
east,salbutamol,1312.02,3640,-2327.98,Reduce Production,No Immediate Risk
east,salbutamol,1314.8233333333333,3640,-2325.1766666666667,Reduce Production,No Immediate Risk
east,salbutamol,1212.27,3640,-2427.73,Reduce Production,No Immediate Risk
east,salbutamol,1163.6333333333334,3640,-2476.366666666667,Reduce Production,No Immediate Risk
east,salbutamol,1174.6,3640,-2465.4,Reduce Production,No Immediate Risk
east,salbutamol,1048.9466666666667,3640,-2591.0533333333333,Reduce Production,No Immediate Risk
east,salbutamol,1216.0666666666666,3640,-2423.9333333333334,Reduce Production,No Immediate Risk
east,salbutamol,1190.5566666666666,3640,-2449.4433333333336,Reduce Production,No Immediate Risk
east,salbutamol,1289.9733333333334,3640,-2350.0266666666666,Reduce Production,No Immediate Risk
east,salbutamol,1080.3233333333333,3640,-2559.6766666666667,Reduce Production,No Immediate Risk
east,salbutamol,1120.3433333333332,3640,-2519.6566666666668,Reduce Production,No Immediate Risk
east,salbutamol,1199.28,3640,-2440.7200000000003,Reduce Production,No Immediate Risk
east,salbutamol,1201.6333333333334,3640,-2438.366666666667,Reduce Production,No Immediate Risk
east,salbutamol,1205.62,3640,-2434.38,Reduce Production,No Immediate Risk
east,salbutamol,1171.1966666666667,3640,-2468.8033333333333,Reduce Production,No Immediate Risk
east,salbutamol,1184.1033333333332,3640,-2455.8966666666665,Reduce Production,No Immediate Risk
east,salbutamol,1228.7366666666667,3640,-2411.2633333333333,Reduce Production,No Immediate Risk
east,salbutamol,1173.4266666666667,3640,-2466.5733333333333,Reduce Production,No Immediate Risk
east,salbutamol,1310.26,3640,-2329.74,Reduce Production,No Immediate Risk
